#   line (B)time (Âµs)
        1024       482.0
        2048       465.5
        4096       465.4
        8192       465.5
       16384       466.1
       32768       466.6
       65536       911.6
      131072       863.1
      262144      1079.8
      524288      1347.3
     1048576      1389.9
     2097152      1391.2
     4194304      1447.4
     8388608      3112.2
    16777216      6670.2
    33554432      7949.0
    67108864      8248.9
