#   line (B)time (Âµs)
           1      6324.5
           2      3300.4
           4      2191.1
           8      1995.3
          16      1620.2
          32      1581.3
          64      1613.3
         128      1213.2
         256       748.6
         512       408.1
        1024       235.4
